iter	MultiClass
148	0.03663679798
149	0.03633064247
150	0.03612046611
151	0.03587632136
152	0.03579400204
153	0.03555122003
154	0.03532110736
155	0.03510175617
156	0.03483717593
157	0.03462337726
158	0.03441686707
159	0.03417872872
160	0.03403043974
161	0.03373175717
162	0.0334328384
163	0.03321062975
164	0.03304849676
165	0.03278652789
166	0.03253726427
167	0.03242399592
168	0.03214333783
169	0.0319271248
170	0.03170743461
171	0.03155882519
172	0.03143122647
173	0.03137736734
174	0.03107352675
175	0.03090958678
176	0.03067546492
177	0.03047303395
178	0.03028332432
179	0.03021586094
180	0.03008616679
181	0.02989303361
182	0.02981034878
183	0.02965323221
184	0.02952587754
185	0.02950766418
186	0.02941803062
187	0.02912326223
188	0.02898009665
189	0.02893968891
190	0.02882832765
191	0.02867777743
192	0.02857387154
193	0.02847392125
194	0.02827991169
195	0.02811449387
196	0.02801990559
197	0.02801325346
198	0.02800683566
199	0.02782776018
200	0.02763618904
201	0.02753560115
202	0.02743074173
203	0.02724331873
204	0.02715815832
205	0.0271413089
206	0.02696296966
207	0.0268076552
208	0.02676134096
209	0.02661906032
210	0.02650292778
211	0.0263660115
212	0.02627947277
213	0.02607323152
214	0.02604395598
215	0.02603779094
216	0.02596309364
217	0.02584838085
218	0.02584290812
219	0.02581366535
220	0.02562559484
221	0.02558016152
222	0.02548939818
223	0.02538790483
224	0.02533626932
225	0.02525200062
226	0.02521397352
227	0.02511448149
228	0.02505084278
229	0.0249884847
230	0.02480181269
231	0.02477526831
232	0.0246874761
233	0.02457629757
234	0.02451431752
235	0.02442714268
236	0.02426972163
237	0.02425577935
238	0.02425038704
239	0.02417547492
240	0.02405071525
241	0.02392544905
242	0.02392088314
243	0.02391417751
244	0.02385379455
245	0.02375337673
246	0.0237447795
247	0.02360026873
248	0.02344988408
249	0.02337103614
250	0.02331364141
251	0.02321665868
252	0.02316219358
253	0.02312153599
254	0.0231008391
255	0.02304962023
256	0.02292404684
257	0.02282756187
258	0.02273774491
259	0.02267650812
260	0.0226367745
261	0.02254776624
262	0.02250709763
263	0.02244147681
264	0.02233452193
265	0.02222450906
266	0.02221598857
267	0.0222064713
268	0.02218446001
269	0.02217665599
270	0.02208401077
271	0.02200181099
272	0.02194090287
273	0.02193855805
274	0.02179517885
275	0.02171021753
276	0.02162801216
277	0.02155063913
278	0.02149077173
279	0.02139324106
280	0.02138317306
281	0.02124587598
282	0.02119189396
283	0.02107509323
284	0.02098201916
285	0.02086872987
286	0.02082158176
287	0.02077347773
288	0.02072020442
289	0.02065245612
290	0.02057992172
291	0.020490648
292	0.02045219176
293	0.02040300165
294	0.02033024385
295	0.02021044995
296	0.02020696985
297	0.02013130657
298	0.02004546425
299	0.01996127438
300	0.01991542386
301	0.01983074762
302	0.01978222379
303	0.01975116314
304	0.01967479654
305	0.01960553297
306	0.01953449676
307	0.0194523268
308	0.01940230403
309	0.01937304197
310	0.01934424469
311	0.01921114845
312	0.01913231476
313	0.01906402344
314	0.01900384961
315	0.0189816454
316	0.01895171261
317	0.01886362814
318	0.01883712846
319	0.01875923496
320	0.01872554622
321	0.01868987127
322	0.01862486136
323	0.01856176234
324	0.01851147742
325	0.01847679631
326	0.01843353742
327	0.01837792884
328	0.01833018742
329	0.01829801766
330	0.01822491906
331	0.01815362804
332	0.01806282854
333	0.01803932332
334	0.01800424338
335	0.01794919765
336	0.01790205784
337	0.0178596591
338	0.01784447836
339	0.01775778819
340	0.01769822927
341	0.0176713293
342	0.01766478714
343	0.01763844168
344	0.0175905524
345	0.01754554703
346	0.01746928343
347	0.01746312273
348	0.01741015314
349	0.0173130913
350	0.01726895307
351	0.01718596832
352	0.01714009691
353	0.01712442323
354	0.01707690594
355	0.01706305533
356	0.01702596062
357	0.01699086344
358	0.01696011384
359	0.01690243993
360	0.01686437979
361	0.01681017598
362	0.01678355589
363	0.01676228402
364	0.01673569128
365	0.01669203163
366	0.01664161732
367	0.01661698213
368	0.01657797041
369	0.01656342738
370	0.01651181274
371	0.01649850386
372	0.01646463199
373	0.01641516309
374	0.01639530963
375	0.01634199456
376	0.01631887196
377	0.01624496883
378	0.01621341447
379	0.01617741584
380	0.01617345268
381	0.01612468187
382	0.01609344207
383	0.01605529756
384	0.01604609223
385	0.01601174033
386	0.01599536453
387	0.01592200124
388	0.01590428889
389	0.01582573082
390	0.01579784748
391	0.01579057177
392	0.01573853423
393	0.0157088106
394	0.0157023918
395	0.01566132263
396	0.01563273834
397	0.01559362031
398	0.01556686347
399	0.01555259651
400	0.01552345193
401	0.01549954909
402	0.0154898516
403	0.01547031875
404	0.01542183269
405	0.01540436664
406	0.01537770128
407	0.01534492471
408	0.01529974705
409	0.01525443494
410	0.0152171513
411	0.0151899623
412	0.01513928134
413	0.01510380374
414	0.01505184001
415	0.01500380721
416	0.01499057508
417	0.01495069027
418	0.01493940182
419	0.01491503108
420	0.01490641099
421	0.01488690296
422	0.0148542156
423	0.01483938228
424	0.01477595643
425	0.01473114946
426	0.01471117192
427	0.01467398135
428	0.01466179397
429	0.01464421715
430	0.01461388913
431	0.01458820486
432	0.01455025706
433	0.01453466347
434	0.01451752676
435	0.01449285824
436	0.0144707
437	0.01444922955
438	0.01440596847
439	0.01435409111
440	0.01431836617
441	0.01427800607
442	0.01423204769
443	0.01421447127
444	0.01414693601
445	0.01412522018
446	0.01410079156
447	0.01406791892
448	0.01404570962
449	0.01401682633
450	0.01397396385
451	0.01395373186
452	0.01390408525
453	0.01386570044
454	0.01384269448
455	0.01382462897
456	0.01378115412
457	0.01375405683
458	0.01373668218
459	0.01372104999
460	0.01368912561
461	0.01363738348
462	0.01363118402
463	0.0136031663
464	0.01359132397
465	0.01355012161
466	0.01352502021
467	0.01349164402
468	0.01347621069
469	0.01345210152
470	0.01343140001
471	0.01339707844
472	0.01333920151
473	0.01331808465
474	0.013300721
475	0.01327957081
476	0.01324543329
477	0.01321469631
478	0.01320288836
479	0.01314572619
480	0.01312930345
481	0.01310602293
482	0.01309884205
483	0.01306583358
484	0.01302959395
485	0.01301406136
486	0.01299802799
487	0.01298924863
488	0.01297565127
489	0.01296976466
490	0.01293074773
491	0.01291832102
492	0.01288348309
493	0.01287793867
494	0.01286480722
495	0.01284955563
496	0.01282915568
497	0.01280573812
498	0.01278996613
499	0.01275754449
500	0.01273234334
501	0.01269766846
502	0.01267088545
503	0.01266660038
504	0.01263962437
505	0.01261237234
506	0.01260125079
507	0.01258699358
508	0.0125588999
509	0.01255393973
510	0.0125284917
511	0.0124856357
512	0.01243448869
513	0.01242483946
514	0.01239952459
515	0.01238565142
516	0.01236977653
517	0.01236379901
518	0.01234575909
519	0.01232791433
520	0.01231401686
521	0.01229133194
522	0.0122755767
523	0.01226839442
524	0.01225575145
525	0.0122498974
526	0.01223376092
527	0.01221837448
528	0.01219271891
529	0.01218230043
530	0.01217702776
531	0.01215676465
532	0.01213720325
533	0.01210298816
534	0.01208744812
535	0.01208043113
536	0.01206624309
537	0.01204732381
538	0.01201811673
539	0.01200959444
540	0.01199596538
541	0.01197294877
542	0.01195702299
543	0.01192136569
544	0.0118921912
545	0.01185643268
546	0.01181176188
547	0.01179442996
548	0.01177339563
549	0.01175948566
550	0.01174762703
551	0.01174369046
552	0.01172427724
553	0.01171952609
554	0.01167798789
555	0.01165578862
556	0.011643365
557	0.01163217455
558	0.01161349303
559	0.01159576445
560	0.01156028714
561	0.0115463874
562	0.01153567595
563	0.01152222176
564	0.01149577077
565	0.01147691418
566	0.01144764243
567	0.01143506543
568	0.0114185265
569	0.01140055363
570	0.01139225214
571	0.01138456637
572	0.01136602445
573	0.01134900159
574	0.01132713662
575	0.01132178452
576	0.01128991548
577	0.0112737282
578	0.01125811543
579	0.01124154384
580	0.01123123404
581	0.0112207863
582	0.01120314029
583	0.01118880276
584	0.01117141645
585	0.01115502851
586	0.01114548692
587	0.01112101824
588	0.01111249208
589	0.01108662306
590	0.0110728748
591	0.01105137433
592	0.0110333295
593	0.01102038486
594	0.01101601109
595	0.01098164233
596	0.01096036422
597	0.01095075079
598	0.01093948954
599	0.01092615301
600	0.01090946583
601	0.0109045295
602	0.0108942134
603	0.01086264697
604	0.01084885573
605	0.01083827459
606	0.01082279312
607	0.01079016506
608	0.01078206627
609	0.01077533567
610	0.01074988158
611	0.0107272551
612	0.0107112232
613	0.01068654375
614	0.01067860297
615	0.01066980288
616	0.0106621354
617	0.01065688934
618	0.01064904551
619	0.01064221072
620	0.0106336003
621	0.01063008154
622	0.01062519378
623	0.01061375341
624	0.01060278099
625	0.0105876579
626	0.01056311336
627	0.01054052002
628	0.01052437385
629	0.01050477651
630	0.01048394472
631	0.01047247892
632	0.01046118832
633	0.01045379402
634	0.01042109347
635	0.01040553856
636	0.01039269645
637	0.01038788465
638	0.01037710987
639	0.01037272295
640	0.0103328965
641	0.01032675564
642	0.01029763561
643	0.01028689754
644	0.01028042739
645	0.01027023013
646	0.01025050998
647	0.01021368686
648	0.01019704417
649	0.01019086404
650	0.01018355302
651	0.01017103692
652	0.01015534838
653	0.01014105409
654	0.01013183363
655	0.01012631182
656	0.01011746035
657	0.01010223614
658	0.01009060499
659	0.01006874404
660	0.01003971137
661	0.01002745627
662	0.01001070295
663	0.009994078144
664	0.00996930044
665	0.009965102765
666	0.009955813346
667	0.009940913736
668	0.00992677672
669	0.009920586247
670	0.00990762632
671	0.009901176631
672	0.009890043314
673	0.009868490807
674	0.009853832196
675	0.009843501019
676	0.009832721073
677	0.009827604208
678	0.009817753136
679	0.009812128919
680	0.009809181153
681	0.009799420174
682	0.009785411402
683	0.009761918824
684	0.009757870016
685	0.009738142543
686	0.009715518539
687	0.009704507312
688	0.009685552848
689	0.009676090979
690	0.009671152659
691	0.009651950807
692	0.009639794377
693	0.009636038393
694	0.009625781715
695	0.009619138642
696	0.00960486572
697	0.00958325429
698	0.009570365459
699	0.009558031639
700	0.009548622665
701	0.009543493773
702	0.00953197402
703	0.009514508639
704	0.009493479692
705	0.009490912848
706	0.009480520421
707	0.009473723841
708	0.009457452407
709	0.009447083945
710	0.009442276844
711	0.009436089748
712	0.009429609646
713	0.009410669953
714	0.009397335902
715	0.00937810161
716	0.0093723215
717	0.009338991632
718	0.009334530597
719	0.009323675864
720	0.009310724081
721	0.009289719127
722	0.009275473267
723	0.009272837743
724	0.00926664315
725	0.009248197094
726	0.009245716144
727	0.009240822753
728	0.009233240602
729	0.009220153626
730	0.009216013255
731	0.009212587433
732	0.009201153503
733	0.009196115731
734	0.009185329724
735	0.009174316141
736	0.009167011641
737	0.00916327534
738	0.009147731943
739	0.009126570999
740	0.009118194765
741	0.009108236135
742	0.009076410619
743	0.009073275627
744	0.009069017612
745	0.009062428717
746	0.009046330641
747	0.009041767176
748	0.009026446635
749	0.009009010241
750	0.009007826683
751	0.008998807828
752	0.008990154919
753	0.0089687193
754	0.008960660752
755	0.00895247684
756	0.008946287736
757	0.008942131687
758	0.008936013032
759	0.008930015194
760	0.008919221938
761	0.008917247741
762	0.008911134228
763	0.008902410702
764	0.008883460173
765	0.008880179549
766	0.008877206096
767	0.008870376606
768	0.008850054388
769	0.008846063534
770	0.008833965793
771	0.008823777951
772	0.008814988359
773	0.008807971017
774	0.008792259626
775	0.008776467847
776	0.008761770578
777	0.008756144343
778	0.008739558553
779	0.008727442357
780	0.008717993933
781	0.00871202577
782	0.008706933036
783	0.008700314265
784	0.008681087011
785	0.008675933072
786	0.008673497826
787	0.008664904997
788	0.008657692532
789	0.008643860875
790	0.00863759231
791	0.00863597362
792	0.008633194053
793	0.008631622761
794	0.008621719982
795	0.008614531337
796	0.00859384703
797	0.008589486069
798	0.008581935354
799	0.008577205405
800	0.008572182403
801	0.008564569375
802	0.008555590608
803	0.008549012434
804	0.008544801415
805	0.008528983281
806	0.008518008054
807	0.008500499745
808	0.008498823903
809	0.008496739541
810	0.008488888688
811	0.008474218212
812	0.008459288666
813	0.008452722655
814	0.008441570686
815	0.008430973408
816	0.008420790051
817	0.008412410853
818	0.008401846184
819	0.008381183521
820	0.00837789972
821	0.008369637066
822	0.008365915292
823	0.008362842769
824	0.008360601408
825	0.008357470826
826	0.00834664464
827	0.008340405094
828	0.008338174847
829	0.008321789259
830	0.008309115184
831	0.008300267435
832	0.008295760688
833	0.00828896828
834	0.008279222107
835	0.008263443592
836	0.008255264778
837	0.008244899538
838	0.008243549466
839	0.008235348513
840	0.008211377525
841	0.008206262469
842	0.008200092106
843	0.008191821877
844	0.0081862265
845	0.008177069934
846	0.008160472102
847	0.008157794468
848	0.008143311509
849	0.00813839631
850	0.008124097761
851	0.008113634502
852	0.008109361189
853	0.008106441856
854	0.008100070858
855	0.008083862642
856	0.008071695943
857	0.008064886385
858	0.008057909313
859	0.008049512026
860	0.008048123787
861	0.008042096108
862	0.008025331707
863	0.008016900536
864	0.008003644014
865	0.007996355154
866	0.0079929021
867	0.007987242378
868	0.007978638727
869	0.00797737643
870	0.007949210292
871	0.007947635928
872	0.007939099734
873	0.007930737039
874	0.007918079207
875	0.007911857974
876	0.007904355956
877	0.007898244054
878	0.007888681965
879	0.007881691255
880	0.007880124211
881	0.007878317677
882	0.007873753173
883	0.007872491115
884	0.007867832893
885	0.007856261819
886	0.007850491406
887	0.007841636052
888	0.007833298941
889	0.007826534915
890	0.007818232314
891	0.007806858739
892	0.007804005421
893	0.007794723003
894	0.007789320674
895	0.007787268607
896	0.007783812978
897	0.007777011517
898	0.007765464899
899	0.007763741813
900	0.007757486457
901	0.00774840106
902	0.007741485657
903	0.007736014882
904	0.007728363086
905	0.007718754146
906	0.007710158303
907	0.007688256193
908	0.007682000488
909	0.007675154976
910	0.007668908685
911	0.007664627489
912	0.007654281278
913	0.007641009096
914	0.007634732726
915	0.0076321175
916	0.007615142915
917	0.007613574548
918	0.007608200844
919	0.00760590732
920	0.00759516893
921	0.007582968225
922	0.007576786075
923	0.007570365493
924	0.007558066173
925	0.007556266019
926	0.007551287472
927	0.007549703911
928	0.007542312432
929	0.007539975715
930	0.007535450328
931	0.007525823711
932	0.007522201774
933	0.007519394657
934	0.007511032811
935	0.007502257184
936	0.007482227228
937	0.007475856354
938	0.007464368698
939	0.007444669757
940	0.007443115363
941	0.007427533141
942	0.00741948903
943	0.007417974761
944	0.007401200256
945	0.007394294737
946	0.007382770617
947	0.007374103911
948	0.007371238194
949	0.007369386217
950	0.00736602805
951	0.007361680615
952	0.007353531193
953	0.007347156243
954	0.007345939138
955	0.007341216235
956	0.00733662253
957	0.007326497906
958	0.007324820021
959	0.007310735797
960	0.007300228043
961	0.007294137294
962	0.00728177684
963	0.007278996725
964	0.007267786065
965	0.007261239057
966	0.007250730474
967	0.007249894163
968	0.007246574089
969	0.007240944381
970	0.007236624117
971	0.007229306237
972	0.007222782261
973	0.007216628116
974	0.007213138815
975	0.007199069835
976	0.007195082668
977	0.007190398246
978	0.007182921541
979	0.007177401948
980	0.007165470583
981	0.00716298785
982	0.007160298736
983	0.007148961362
984	0.007139696155
985	0.007130604458
986	0.007125838709
987	0.007124447612
988	0.007118124615
989	0.007101445739
990	0.007095341705
991	0.007092481504
992	0.007082273896
993	0.007079927534
994	0.00706942396
995	0.007061800561
996	0.007057223448
997	0.007048828649
998	0.007045013445
999	0.007042365154
