iter	MultiClass
166	0.0329950561
167	0.03287447177
168	0.03259789663
169	0.03251306476
170	0.03243205239
171	0.03237568078
172	0.03223026917
173	0.0320850862
174	0.03193274483
175	0.03173665604
176	0.03141411441
177	0.0311820874
178	0.03103514733
179	0.03084942507
180	0.03080120096
181	0.0306486965
182	0.03062030368
183	0.03044794108
184	0.03021428846
185	0.03019864043
186	0.03013581285
187	0.03004765516
188	0.02990187989
189	0.02984129544
190	0.02969701031
191	0.02969009609
192	0.02954332257
193	0.02946415921
194	0.02927543428
195	0.02903621059
196	0.02877195707
197	0.02866171512
198	0.02863877419
199	0.02841737497
200	0.02817728871
201	0.0281520578
202	0.02800990528
203	0.0277977992
204	0.02771090641
205	0.02768833839
206	0.02764945302
207	0.02741131174
208	0.02730046245
209	0.02710338646
210	0.02694701877
211	0.02684437835
212	0.02675694726
213	0.02664748208
214	0.02662327287
215	0.02661123248
216	0.02638759837
217	0.02629492675
218	0.02620715843
219	0.02617208029
220	0.02613863961
221	0.02609817068
222	0.02596915326
223	0.02586460638
224	0.02579507682
225	0.02566454527
226	0.02558770281
227	0.02551226153
228	0.02536969293
229	0.02530692872
230	0.02519545131
231	0.02517820482
232	0.02508675526
233	0.02494979895
234	0.02480858238
235	0.02476047415
236	0.02464005678
237	0.02459645476
238	0.02455112807
239	0.02440405671
240	0.02429967152
241	0.0241465985
242	0.02410090202
243	0.02408163503
244	0.02403912376
245	0.02388226101
246	0.02384767563
247	0.02370685421
248	0.0235569581
249	0.02347500202
250	0.02343187149
251	0.02339110888
252	0.02334868239
253	0.02331148667
254	0.02329492738
255	0.02323746871
256	0.02308424508
257	0.02302937177
258	0.02290370606
259	0.02283275936
260	0.02279286978
261	0.02273651624
262	0.0226622142
263	0.02258739523
264	0.02244392597
265	0.02233317577
266	0.0222983009
267	0.02228658111
268	0.02227319172
269	0.02226326706
270	0.02217791922
271	0.02210021896
272	0.02205803744
273	0.02204931138
274	0.02201111549
275	0.02195308032
276	0.02187092944
277	0.02180746494
278	0.02173291517
279	0.02162375703
280	0.02150831391
281	0.02137730067
282	0.02131520493
283	0.02122206906
284	0.02121114557
285	0.02107998108
286	0.02102575717
287	0.02096711062
288	0.02095512213
289	0.02092224638
290	0.02083676116
291	0.02073590018
292	0.02067264439
293	0.02056889788
294	0.02050824449
295	0.02040059411
296	0.02039759088
297	0.02033200556
298	0.02024430159
299	0.02013919809
300	0.02010588814
301	0.0200285244
302	0.01998383883
303	0.0199303265
304	0.01987367211
305	0.01978613688
306	0.01969720326
307	0.01963331273
308	0.01959173749
309	0.01954112971
310	0.01949828875
311	0.0194338268
312	0.01936701978
313	0.01929721021
314	0.01923730234
315	0.01922101406
316	0.01915362312
317	0.019069805
318	0.01900905384
319	0.01892838683
320	0.01887060628
321	0.01885031116
322	0.01877488385
323	0.01870675572
324	0.01863990823
325	0.01858464335
326	0.01854214807
327	0.01848448471
328	0.0184353452
329	0.01839927272
330	0.0183326764
331	0.01827205262
332	0.01822492277
333	0.01820435127
334	0.01812398023
335	0.01806778909
336	0.01796966307
337	0.01791321756
338	0.01786930429
339	0.01781818853
340	0.01780088574
341	0.01776097343
342	0.01775607516
343	0.01772865133
344	0.01771290266
345	0.01770199644
346	0.01764327983
347	0.01763708327
348	0.01759871031
349	0.01754135459
350	0.01750263047
351	0.01745205779
352	0.01743113996
353	0.01741549334
354	0.01736819398
355	0.01735505414
356	0.01733257119
357	0.01729621074
358	0.01723207208
359	0.01717711651
360	0.01713486684
361	0.01707843907
362	0.01704789768
363	0.0170037399
364	0.01697484343
365	0.01696258698
366	0.01690138627
367	0.01685615135
368	0.01682129176
369	0.01680298222
370	0.01675078372
371	0.01673407043
372	0.01670185992
373	0.01669055375
374	0.01666158445
375	0.01662708766
376	0.01659963289
377	0.01651621841
378	0.01650701347
379	0.01645673919
380	0.0164315278
381	0.01640603833
382	0.0163678179
383	0.01632484462
384	0.0163134163
385	0.01628787808
386	0.01628243192
387	0.016215837
388	0.0162062842
389	0.01616957116
390	0.01613813365
391	0.01612278679
392	0.01605911041
393	0.0160307177
394	0.01602295689
395	0.01595203892
396	0.01591148117
397	0.01586392388
398	0.01583798993
399	0.01580620802
400	0.01576693561
401	0.01574107727
402	0.01569737151
403	0.01566931447
404	0.01561704365
405	0.01557663604
406	0.01555411099
407	0.01549627935
408	0.01541762041
409	0.01538182756
410	0.01535555976
411	0.015324564
412	0.01526557055
413	0.01523188522
414	0.0151759628
415	0.01514810236
416	0.01514049614
417	0.01511977283
418	0.01510906111
419	0.01508353208
420	0.01503718515
421	0.01501662626
422	0.0149885052
423	0.01497397501
424	0.01493867299
425	0.0148958855
426	0.0148521379
427	0.01481428207
428	0.01480994405
429	0.01478180522
430	0.01476381101
431	0.01474511157
432	0.0147054982
433	0.01465205296
434	0.01463842441
435	0.01461695886
436	0.01458357183
437	0.01456102287
438	0.01453093171
439	0.0144765194
440	0.01442650726
441	0.01440509574
442	0.01438312563
443	0.01436376149
444	0.01431157527
445	0.01428372985
446	0.01427554627
447	0.01424501466
448	0.01421387125
449	0.01419273815
450	0.01416736458
451	0.01413868599
452	0.01411270859
453	0.01407279476
454	0.01402373247
455	0.01400536737
456	0.01395918941
457	0.01391958259
458	0.01390639394
459	0.01389416869
460	0.01387406199
461	0.01382583514
462	0.01381635623
463	0.01378554789
464	0.01377928416
465	0.01374045223
466	0.01370737833
467	0.01368996103
468	0.01367413279
469	0.01364763657
470	0.01359677127
471	0.01358202287
472	0.0135733442
473	0.01354583414
474	0.01353006731
475	0.01350245759
476	0.01346482106
477	0.01343153347
478	0.01340952252
479	0.01336352153
480	0.01334923684
481	0.0133302239
482	0.01330837577
483	0.0132675737
484	0.01323290156
485	0.01321746474
486	0.01320855112
487	0.0131956969
488	0.01318442176
489	0.01317940948
490	0.0131492886
491	0.01312049847
492	0.01309066424
493	0.01308624907
494	0.01307263469
495	0.01306443405
496	0.01304457669
497	0.01301335006
498	0.01299308402
499	0.01295883449
500	0.01293265426
501	0.01291142777
502	0.01289745631
503	0.01289289945
504	0.01286880553
505	0.01284318405
506	0.01283561772
507	0.01280226124
508	0.01277882111
509	0.0127689492
510	0.01274099278
511	0.01270156202
512	0.0126643628
513	0.01264592666
514	0.01262485998
515	0.01261096718
516	0.01260182372
517	0.01259671141
518	0.01258270478
519	0.01256835107
520	0.01255232217
521	0.01253890034
522	0.0125180885
523	0.01250831644
524	0.01249336287
525	0.01248697801
526	0.01247501078
527	0.0124585341
528	0.01244561334
529	0.01242133245
530	0.01241546823
531	0.01240704177
532	0.01238726061
533	0.01236031949
534	0.01233991026
535	0.01232997477
536	0.01230571227
537	0.01228637482
538	0.01226047403
539	0.01225121718
540	0.01224138859
541	0.01221976184
542	0.01219968879
543	0.01217089404
544	0.01215539218
545	0.01211170102
546	0.01206514558
547	0.01203405331
548	0.01201272843
549	0.01199945042
550	0.01198117455
551	0.01197523736
552	0.01195422044
553	0.01195007917
554	0.01191208706
555	0.01188746997
556	0.01185689647
557	0.01184824251
558	0.01183396629
559	0.01182018171
560	0.01178882903
561	0.01177397817
562	0.01176417269
563	0.01174469604
564	0.01172901133
565	0.01171011323
566	0.01168509449
567	0.01166786088
568	0.01165441028
569	0.01163365135
570	0.01161461315
571	0.01160586813
572	0.01158659462
573	0.01156797069
574	0.01154696533
575	0.01153179828
576	0.01149850883
577	0.01149240501
578	0.01146756429
579	0.01145530774
580	0.01144208971
581	0.01142798492
582	0.01141632551
583	0.01139643208
584	0.01137728189
585	0.01136128176
586	0.01135061124
587	0.01133100796
588	0.01132348311
589	0.01131402191
590	0.01129992168
591	0.0112857966
592	0.01126640759
593	0.01126008023
594	0.01124878142
595	0.01124453853
596	0.01122245737
597	0.01120739116
598	0.01119505828
599	0.01117929756
600	0.01116396223
601	0.01115041491
602	0.01112317474
603	0.01111101464
604	0.01109813289
605	0.01108768604
606	0.01107714247
607	0.01106009416
608	0.0110415298
609	0.01103200319
610	0.0110208594
611	0.01099867009
612	0.01097591523
613	0.01097098231
614	0.01095617703
615	0.01094730363
616	0.0109362007
617	0.01093160941
618	0.01092399917
619	0.01091948393
620	0.01091220207
621	0.01090800955
622	0.010904809
623	0.01089704042
624	0.01088691498
625	0.01087512648
626	0.01085129435
627	0.01083547249
628	0.01082206943
629	0.01080849934
630	0.01079993911
631	0.01077915545
632	0.01075908936
633	0.01074737465
634	0.01072978403
635	0.01071239287
636	0.01068910964
637	0.0106826763
638	0.01067170315
639	0.01066864628
640	0.01062729821
641	0.0106097062
642	0.01058080606
643	0.01056953625
644	0.01054356139
645	0.01053385673
646	0.0105128922
647	0.01047504015
648	0.01045828884
649	0.0104474705
650	0.01044370761
651	0.01043093198
652	0.01040653419
653	0.01039356637
654	0.01038637636
655	0.01038204944
656	0.01037623443
657	0.01036117022
658	0.01034765933
659	0.01033321997
660	0.01029999869
661	0.01028777005
662	0.01027617208
663	0.01025696021
664	0.01025183702
665	0.01022930022
666	0.01021670016
667	0.01019859383
668	0.01018094735
669	0.01017182482
670	0.0101554723
671	0.01015075049
672	0.01014666424
673	0.01012708489
674	0.01011182035
675	0.01010226291
676	0.01008694371
677	0.01008357337
678	0.01007301976
679	0.01006950525
680	0.01003588747
681	0.01002938567
682	0.01002411509
683	0.01001010008
684	0.01000575662
685	0.009988539655
686	0.009964637202
687	0.009950869458
688	0.009929653747
689	0.009921405872
690	0.009918941631
691	0.009908152099
692	0.009888189563
693	0.009884813765
694	0.009872549104
695	0.00986177306
696	0.009850791653
697	0.009829935397
698	0.009816112764
699	0.009801008369
700	0.009793568773
701	0.009788448198
702	0.009777367138
703	0.009761843816
704	0.009745454713
705	0.009742561488
706	0.009732661906
707	0.009725529859
708	0.009704923373
709	0.009698043389
710	0.009692809394
711	0.009686218671
712	0.009683300702
713	0.009665141121
714	0.009646975884
715	0.009627256692
716	0.009618827608
717	0.009595648751
718	0.009587393232
719	0.009560470369
720	0.009554735107
721	0.009534210761
722	0.009517616288
723	0.009515268539
724	0.009505080584
725	0.00948579485
726	0.0094783101
727	0.009473286162
728	0.009466776157
729	0.00945920783
730	0.009452760767
731	0.009449152251
732	0.009442974072
733	0.00943792567
734	0.009426937582
735	0.009422617932
736	0.009409254081
737	0.00940602543
738	0.009392212793
739	0.00937115216
740	0.009362200787
741	0.00934883351
742	0.009322745025
743	0.009313234558
744	0.009308832498
745	0.009300904191
746	0.009281242549
747	0.009276853665
748	0.009267519253
749	0.009247758555
750	0.009244922843
751	0.009235656744
752	0.009224614927
753	0.009211105468
754	0.009199418494
755	0.009187711769
756	0.009175372069
757	0.009170381749
758	0.009163855421
759	0.009153647102
760	0.009147408771
761	0.009134991665
762	0.009127757259
763	0.009118404368
764	0.009098168849
765	0.009094770482
766	0.009092616125
767	0.009086925863
768	0.00906554579
769	0.009058557965
770	0.009045704203
771	0.009035737335
772	0.009029345875
773	0.009022259793
774	0.009006454707
775	0.009002145813
776	0.008991217311
777	0.008984870475
778	0.008972119985
779	0.008957797522
780	0.008946582897
781	0.008940419231
782	0.008938110482
783	0.008931329114
784	0.00891216261
785	0.008899765899
786	0.00889748753
787	0.008893227588
788	0.008888848931
789	0.008882961277
790	0.00887627797
791	0.008873892195
792	0.008871753619
793	0.008870359233
794	0.008860384516
795	0.008849560371
796	0.00883243171
797	0.008827421131
798	0.008821076637
799	0.00881489342
800	0.008806756794
801	0.008802289629
802	0.008788979562
803	0.008782300116
804	0.008775999159
805	0.008765080351
806	0.008751806993
807	0.008731974844
808	0.008703975773
809	0.0087018178
810	0.008695591896
811	0.00868548433
812	0.00867110429
813	0.008664385419
814	0.008654246485
815	0.008645164289
816	0.008638501083
817	0.008629810511
818	0.008617991827
819	0.008613151065
820	0.008610013085
821	0.008604461623
822	0.008600572698
823	0.008598153409
824	0.008594732587
825	0.008589017603
826	0.008580217439
827	0.008574815565
828	0.008571198054
829	0.008551605997
830	0.008542069158
831	0.008531830077
832	0.008526852662
833	0.008524034167
834	0.00851703339
835	0.008499856307
836	0.008486209573
837	0.008476195273
838	0.008468573534
839	0.008455520605
840	0.008429527168
841	0.008424243429
842	0.008422131925
843	0.008414561123
844	0.008407440626
845	0.008401459398
846	0.00838518895
847	0.008378232158
848	0.008373718488
849	0.008364889527
850	0.008358685765
851	0.008347545516
852	0.008346376112
853	0.008340574576
854	0.008334824333
855	0.008313391617
856	0.008302074551
857	0.00829234285
858	0.008285141369
859	0.008273411825
860	0.008272099362
861	0.008264651108
862	0.008247870015
863	0.008240448896
864	0.008228459217
865	0.008212739486
866	0.008207794614
867	0.008201953042
868	0.008190951851
869	0.008188578806
870	0.008184356919
871	0.008182438048
872	0.008171524555
873	0.008162972117
874	0.00814996034
875	0.008143359791
876	0.00813349355
877	0.008127985862
878	0.00811797028
879	0.008110977608
880	0.008109051875
881	0.008103836238
882	0.008097749339
883	0.008090779757
884	0.008089592424
885	0.00807833153
886	0.008067919395
887	0.008059692078
888	0.008050701512
889	0.008045306571
890	0.008032289028
891	0.008025108505
892	0.008019068168
893	0.008007320347
894	0.007998904162
895	0.007996748301
896	0.007993575365
897	0.007988564547
898	0.00797566045
899	0.007968522793
900	0.007963125517
901	0.00795837156
902	0.007950421116
903	0.007945743306
904	0.00794117134
905	0.007931165345
906	0.00792182002
907	0.0079150713
908	0.00790917073
909	0.007903024245
910	0.007898093851
911	0.007893225823
912	0.007891241738
913	0.00788086802
914	0.007870514147
915	0.007867633556
916	0.007851533953
917	0.007849056935
918	0.007842138819
919	0.007840755439
920	0.007833420537
921	0.007819312407
922	0.0078128982
923	0.007805289686
924	0.007793552783
925	0.007791899273
926	0.0077850831
927	0.007781396885
928	0.007774074524
929	0.007772698125
930	0.007765630403
931	0.007755300191
932	0.007748189035
933	0.00774344989
934	0.007732503982
935	0.007724020723
936	0.007704273397
937	0.007699922108
938	0.007692978043
939	0.007690512755
940	0.007689340714
941	0.007675198555
942	0.007666320295
943	0.007660225457
944	0.007648369792
945	0.0076431918
946	0.007641028163
947	0.007634033396
948	0.007627262208
949	0.007625977825
950	0.007621860772
951	0.007617296005
952	0.007608698592
953	0.007601842242
954	0.007597340012
955	0.007589503125
956	0.007583664387
957	0.00757544786
958	0.007574578992
959	0.007559229495
960	0.007548607494
961	0.007542716794
962	0.007532230377
963	0.007528276095
964	0.007518721147
965	0.007511966988
966	0.007505400837
967	0.007504256546
968	0.007499792847
969	0.007494658653
970	0.007484743323
971	0.007466676957
972	0.007465071924
973	0.00745815917
974	0.007454772
975	0.007437755394
976	0.007433525792
977	0.007428475031
978	0.007420745702
979	0.007415266166
980	0.00741186419
981	0.007409588996
982	0.007402777755
983	0.007392322419
984	0.007387982423
985	0.007378988169
986	0.007373507826
987	0.007369833992
988	0.007359122364
989	0.007340358115
990	0.007328005399
991	0.007320215392
992	0.007295601966
993	0.007290981039
994	0.007279815856
995	0.007273269736
996	0.007267770015
997	0.007259606077
998	0.007254960624
999	0.00725402446
